No,Zaman (UTC),Ref1,Kaynak Aç?klama 1,Enlem,Boylam,Derinlik,Sabit Derinlik,Kaynak No 2,Kaynak Aç?klama 2,Tip,Büyüklük,Kaynak No 3,Kaynak Aç?klama 3,Yer
7288,1994-01-26 03:21:38,0, ,40.7309,27.3270,10.00,*,5,ISC,Ml,4.0,32,THE,-
7286,1994-01-22 07:48:45,0, ,40.7778,27.4859,10.70,-,5,ISC,Ml,4.0,32,THE,-
7275,1993-12-12 17:21:27,0, ,41.5494,28.7860,28.20,-,5,ISC,mb,4.9,5,ISC,-
7242,1993-09-02 21:03:41,0, ,40.1918,27.2555,9.10,-,5,ISC,Ml,4.4,32,THE,-
7206,1993-05-25 15:36:16,0, ,40.4701,28.0711,11.50,-,5,ISC,Ml,4.1,32,THE,-
7205,1993-05-21 09:01:17,0, ,39.8000,28.9300,3.00,-,5,ISC,mb,4.0,6,Kalafat ve Di?.2011,-
7179,1993-03-18 07:51:38,0, ,40.4271,28.0040,8.50,-,5,ISC,mb,4.4,5,ISC,-
7178,1993-03-18 07:22:45,0, ,40.4552,27.9811,9.50,-,5,ISC,mb,4.4,5,ISC,-
7177,1993-03-18 07:19:39,0, ,40.3995,28.0061,9.80,-,5,ISC,mb,4.1,5,ISC,-
7158,1993-01-23 15:32:45,0, ,40.7843,28.7635,6.30,-,5,ISC,Ml,4.1,32,THE,-
7022,1992-04-05 00:48:02,0, ,40.7961,27.9314,5.60,-,5,ISC,mb,4.0,14,NEIC,-
7012,1992-03-22 16:52:25,0, ,40.1720,28.4140,16.80,-,41,EHB,mb,4.9,5,ISC,-
6864,1991-05-28 18:26:49,0, ,40.5299,26.4190,8.30,-,5,ISC,mb,4.1,5,ISC,-
6767,1991-03-08 09:23:13,0, ,40.8504,27.9093,11.00,-,5,ISC,mb,4.5,5,ISC,-
6765,1991-03-03 08:39:27,0, ,40.6370,29.0780,9.10,-,41,EHB,mb,4.6,5,ISC,-
6759,1991-02-12 09:55:01,0, ,40.7880,28.8440,14.50,-,41,EHB,mb,4.8,5,ISC,-
6737,1991-01-07 05:15:14,0, ,40.6902,28.5579,8.30,-,5,ISC,Md,4.0,14,NEIC,-
6736,1991-01-04 08:13:49,0, ,39.9222,30.1670,7.50,-,5,ISC,Md,4.0,15,ATH,-
6698,1990-10-24 11:16:44,0, ,39.8444,30.2326,18.20,-,5,ISC,mb,4.3,5,ISC,-
6363,1989-01-27 09:48:36,0, ,40.4259,29.1492,11.00,-,5,ISC,mb,4.1,5,ISC,-
6217,1988-04-24 20:49:36,0, ,40.8920,28.3170,15.00,-,41,EHB,Mw,5.3,10,HRVD-GCMT,-
6169,1988-01-14 18:35:55,0, ,39.9554,29.1570,7.80,-,5,ISC,mb,4.2,5,ISC,-
6163,1988-01-01 12:21:51,0, ,40.1365,29.2320,6.40,-,5,ISC,mb,4.5,5,ISC,-
6123,1987-10-27 03:15:31,0, ,40.4182,28.4575,17.70,-,5,ISC,mb,4.4,5,ISC,-
6091,1987-09-03 16:24:53,0, ,40.4566,29.2403,7.50,-,5,ISC,mb,4.0,5,ISC,-
6041,1987-04-24 16:34:30,0, ,40.4475,25.9719,4.60,-,5,ISC,Ml,4.0,15,ATH,-
5954,1986-10-26 04:49:30,0, ,40.8005,28.9930,10.00,-,5,ISC,Ml,4.6,15,ATH,-
5934,1986-09-12 10:34:50,0, ,40.2494,27.3151,5.00,-,5,ISC,Ml,4.1,15,ATH,-
5896,1986-06-27 18:33:37,0, ,40.8907,28.3459,5.00,-,5,ISC,mb,4.1,5,ISC,-
5852,1986-05-15 18:13:56,0, ,40.7203,27.5684,10.00,-,5,ISC,mb,4.6,14,NEIC,-
5770,1985-12-19 14:34:57,0, ,40.1958,27.2636,10.00,-,5,ISC,Ml,4.1,15,ATH,-
5735,1985-09-14 15:23:09,0, ,40.7249,29.1120,7.60,-,5,ISC,mb,4.7,14,NEIC,-
5696,1985-06-04 01:05:58,0, ,40.8584,27.8355,10.00,-,5,ISC,mb,4.1,5,ISC,-
5684,1985-04-27 12:33:07,0, ,40.7354,27.3803,9.10,-,5,ISC,mb,4.4,5,ISC,-
5675,1985-04-11 13:11:46,0, ,40.7036,29.0090,6.00,-,5,ISC,mb,4.2,5,ISC,-
5605,1984-11-14 14:24:25,0, ,40.3275,27.2282,5.70,-,5,ISC,mb,4.1,29,NEIS,-
5598,1984-10-28 08:17:58,0, ,40.0692,29.2577,9.00,-,5,ISC,mb,4.8,29,NEIS,-
5562,1984-08-27 06:32:14,0, ,40.7375,30.0009,26.50,-,5,ISC,mb,4.0,29,NEIS,-
5547,1984-07-29 22:22:26,0, ,40.3857,25.9934,10.00,-,5,ISC,mb,4.2,5,ISC,-
5546,1984-07-29 12:17:37,0, ,40.4365,26.0204,2.40,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
5545,1984-07-29 09:48:24,0, ,40.4260,25.9280,27.00,-,5,ISC,mb,4.5,5,ISC,-
5544,1984-07-29 02:21:13,0, ,40.3820,26.0000,15.00,-,41,EHB,mb,4.8,5,ISC,-
5543,1984-07-29 01:58:43,0, ,40.4180,26.0010,12.10,-,41,EHB,mb,5.0,5,ISC,-
5397,1983-12-30 04:40:51,0, ,40.1006,29.4119,7.00,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
5383,1983-12-07 14:05:30,0, ,40.0701,29.3713,8.00,-,5,ISC,mb,4.0,29,NEIS,-
5376,1983-11-23 08:21:45,0, ,40.1116,29.2916,2.10,-,5,ISC,mb,4.1,6,Kalafat ve Di?.2011,-
5362,1983-11-15 10:59:12,0, ,40.1242,29.2767,7.20,-,5,ISC,mb,4.4,5,ISC,-
5348,1983-11-03 18:46:18,0, ,40.1552,29.2794,14.50,-,5,ISC,mb,4.0,5,ISC,-
5347,1983-11-02 22:53:09,0, ,40.1004,29.3592,3.60,-,5,ISC,mb,4.6,5,ISC,-
5336,1983-10-30 14:46:37,0, ,40.1387,29.3779,10.00,-,5,ISC,Ml,4.7,5,ISC,-
5327,1983-10-27 08:40:10,0, ,40.1558,29.3011,17.60,-,5,ISC,mb,4.3,5,ISC,-
5324,1983-10-21 20:34:49,0, ,40.1080,29.4020,4.70,-,41,EHB,Mw,5.4,10,HRVD-GCMT,-
5262,1983-07-08 02:55:01,0, ,40.2288,27.1842,17.00,-,5,ISC,Ml,4.2,15,ATH,-
5260,1983-07-05 17:30:43,0, ,40.2640,27.1643,4.30,-,5,ISC,mb,4.1,5,ISC,-
5259,1983-07-05 12:01:27,0, ,40.3110,27.2560,10.00,*,41,EHB,Mw,6.1,10,HRVD-GCMT,-
5242,1983-05-28 02:40:15,0, ,40.0165,26.8905,8.60,-,5,ISC,mb,4.4,5,ISC,-
5192,1983-02-01 13:54:11,0, ,40.2038,28.9369,3.10,-,5,ISC,mb,4.8,5,ISC,-
5157,1982-12-05 19:16:04,0, ,39.8837,26.5031,10.00,*,5,ISC,mb,4.6,5,ISC,-
5124,1982-09-09 05:47:11,0, ,40.9766,27.8697,10.00,-,5,ISC,mb,4.4,5,ISC,-
5109,1982-07-27 10:23:15,0, ,40.3752,28.9501,11.00,-,5,ISC,mb,4.3,5,ISC,-
5097,1982-07-12 14:46:14,0, ,40.9958,27.8284,25.10,-,5,ISC,mb,4.6,5,ISC,-
5075,1982-06-09 04:13:37,0, ,40.1403,28.8944,10.00,-,5,ISC,mb,4.4,5,ISC,-
5066,1982-05-23 16:23:07,0, ,40.4507,29.0393,4.40,-,5,ISC,Ml,4.2,15,ATH,-
5062,1982-05-20 02:42:49,0, ,40.4038,28.9825,10.00,-,5,ISC,mb,4.0,29,NEIS,-
5034,1982-04-17 15:12:37,0, ,40.6021,27.3387,21.60,-,5,ISC,Ml,4.6,5,ISC,-
5032,1982-04-16 08:01:29,0, ,40.7925,29.8440,10.00,*,5,ISC,mb,4.0,5,ISC,-
4934,1981-12-26 17:53:35,0, ,40.1476,28.7400,10.00,*,5,ISC,mb,4.9,5,ISC,-
4856,1981-08-28 07:17:09,0, ,40.4660,29.2109,10.00,-,5,ISC,mb,4.1,29,NEIS,-
4844,1981-08-08 15:10:59,0, ,40.7091,28.2574,3.30,-,5,ISC,Ml,4.0,5,ISC,-
4836,1981-07-23 16:35:28,0, ,40.2973,28.9364,6.80,-,5,ISC,mb,4.5,29,NEIS,-
4832,1981-07-22 22:02:46,0, ,40.2651,28.8984,2.10,-,5,ISC,mb,4.0,5,ISC,-
4831,1981-07-21 09:43:37,0, ,40.2259,28.8565,1.20,-,5,ISC,mb,4.1,5,ISC,-
4787,1981-05-03 20:41:12,0, ,40.7945,28.0902,24.00,-,5,ISC,mb,4.0,5,ISC,-
4758,1981-03-12 04:06:03,0, ,40.8130,28.1200,15.00,-,41,EHB,mb,4.7,5,ISC,-
4581,1980-07-29 06:48:38,0, ,39.8751,29.1371,20.60,-,5,ISC,mb,4.1,5,ISC,-
4501,1980-02-20 22:55:23,0, ,40.4238,26.0354,10.00,-,5,ISC,mb,4.2,5,ISC,-
4492,1980-02-15 19:21:56,0, ,40.3775,25.9490,10.00,-,5,ISC,mb,4.5,5,ISC,-
4368,1979-01-11 20:50:39,0, ,40.3000,29.2600,10.00,-,6,Kalafat ve Di?.2011,mb,4.3,6,Kalafat ve Di?.2011,-
4283,1978-06-15 00:26:45,0, ,40.7856,27.6835,27.90,-,5,ISC,mb,4.6,5,ISC,-
4266,1978-05-11 16:35:41,0, ,40.1978,29.5804,10.00,-,5,ISC,mb,4.3,5,ISC,-
4238,1978-02-13 05:31:24,0, ,40.1397,28.7435,10.00,-,5,ISC,Ml,4.2,15,ATH,-
3975,1976-05-29 22:42:08,0, ,40.3600,28.8900,6.00,-,5,ISC,mb,4.0,5,ISC,-
3926,1976-02-02 13:37:52,0, ,40.3870,26.2604,10.00,-,5,ISC,mb,4.1,29,NEIS,-
3829,1975-04-23 01:08:08,0, ,40.3994,26.0428,20.00,-,5,ISC,mb,4.4,5,ISC,-
3828,1975-04-22 05:03:31,0, ,40.2796,26.2436,36.00,-,5,ISC,mb,4.0,29,NEIS,-
3821,1975-03-30 13:03:17,0, ,40.5674,26.3606,10.00,*,5,ISC,mb,4.5,5,ISC,-
3820,1975-03-27 19:42:42,0, ,40.4847,26.0827,5.00,-,5,ISC,mb,4.5,5,ISC,-
3819,1975-03-27 06:15:47,0, ,40.3760,26.2390,25.30,-,41,EHB,mb,4.7,5,ISC,-
3818,1975-03-27 05:15:07,0, ,40.4220,26.1470,3.30,-,41,EHB,mb,5.5,5,ISC,-
3812,1975-03-17 05:35:16,0, ,40.4750,26.1180,2.00,-,41,EHB,MS,5.9,14,NEIC,-
3811,1975-03-17 05:17:49,0, ,40.4290,26.1560,10.80,-,41,EHB,mb,4.8,5,ISC,-
3810,1975-03-17 05:11:16,0, ,40.4800,25.9500,22.00,-,1,Ayhan ve Di?.1981,MS,5.3,1,Ayhan ve Di?.1981,-
3809,1975-03-17 02:06:39,0, ,40.4796,26.0294,2.00,-,5,ISC,mb,4.5,5,ISC,-
3808,1975-03-16 08:37:16,0, ,40.3620,26.1443,5.00,-,5,ISC,mb,4.3,5,ISC,-
3737,1974-09-13 12:10:02,0, ,40.7932,28.2905,7.60,-,5,ISC,Ml,4.6,15,ATH,-
3666,1974-02-05 02:27:17,0, ,39.7894,26.7920,10.00,*,5,ISC,MS,4.3,13,LAO,-
3658,1974-01-18 10:57:14,0, ,40.5000,28.9400,18.00,-,5,ISC,mb,4.0,5,ISC,-
3639,1973-11-22 14:54:53,0, ,40.3640,29.8804,8.10,-,5,ISC,mb,4.2,5,ISC,-
3601,1973-07-03 16:06:14,0, ,40.6200,27.5400,6.00,-,5,ISC,Ml,4.1,15,ATH,-
3599,1973-06-27 11:50:23,0, ,40.7200,27.4900,5.00,-,5,ISC,Ml,4.2,15,ATH,-
3491,1972-06-21 05:06:16,0, ,40.2583,30.0415,33.00,-,5,ISC,mb,4.1,29,NEIS,-
3442,1972-02-28 02:04:35,0, ,40.4014,28.9993,6.00,-,5,ISC,mb,4.1,5,ISC,-
3341,1971-05-23 14:03:18,0, ,39.9600,28.7200,3.00,-,5,ISC,MS,4.1,15,ATH,-
3286,1971-05-01 13:45:27,0, ,40.8680,28.0170,6.90,-,41,EHB,mb,4.6,5,ISC,-
3211,1970-10-31 04:36:11,0, ,39.9200,26.1600,10.00,*,5,ISC,mb,4.0,5,ISC,-
3194,1970-09-26 01:48:45,0, ,41.8000,26.6000,85.00,-,6,Kalafat ve Di?.2011,mb,4.4,6,Kalafat ve Di?.2011,-
3178,1970-09-06 17:39:10,0, ,40.2000,28.5000,10.00,*,5,ISC,MS,4.0,15,ATH,-
3167,1970-07-04 04:55:46,0, ,39.9000,28.8000,62.00,-,5,ISC,mb,4.0,5,ISC,-
3080,1970-05-08 14:00:41,0, ,39.9300,30.0700,35.00,-,5,ISC,mb,4.1,5,ISC,-
2863,1969-12-24 08:41:32,0, ,40.5000,28.4000,10.00,*,5,ISC,MS,4.3,15,ATH,-
2816,1969-08-09 00:42:25,0, ,40.5300,25.9700,10.00,*,5,ISC,MS,4.0,15,ATH,-
2697,1969-03-05 14:41:15,0, ,40.0380,27.5650,9.20,-,41,EHB,mb,4.7,5,ISC,-
2694,1969-03-03 00:59:12,0, ,40.0480,27.5360,10.10,-,41,EHB,MS,5.3,36,USCGS,-
2641,1968-11-09 12:38:58,0, ,40.1500,28.3500,24.00,-,5,ISC,mb,4.2,5,ISC,-
2608,1968-09-28 00:53:28,0, ,40.4900,26.3800,28.00,-,5,ISC,mb,4.4,5,ISC,-
2520,1968-05-09 04:19:37,0, ,40.0700,29.2600,10.00,-,6,Kalafat ve Di?.2011,mb,4.2,6,Kalafat ve Di?.2011,-
2518,1968-05-06 09:38:47,0, ,40.3300,28.6300,4.00,-,5,ISC,mb,4.3,5,ISC,-
2434,1968-02-19 23:21:02,0, ,39.8000,26.4000,10.00,*,5,ISC,mb,5.2,5,ISC,-
2395,1967-08-18 19:49:23,0, ,41.2000,30.1000,10.00,-,5,ISC,mb,4.7,5,ISC,-
2387,1967-08-06 14:09:33,0, ,41.0000,28.8000,10.00,-,5,ISC,mb,4.3,5,ISC,-
2383,1967-08-02 02:29:07,0, ,40.7000,27.2000,10.00,-,15,ATH,mb,4.2,6,Kalafat ve Di?.2011,-
2380,1967-07-31 07:12:05,0, ,40.6000,27.6200,4.00,-,5,ISC,mb,4.2,5,ISC,-
2356,1967-07-23 09:39:28,0, ,40.9800,30.0000,33.00,-,5,ISC,mb,4.3,5,ISC,-
2342,1967-07-22 18:07:21,0, ,41.0000,30.0000,33.00,-,13,LAO,MS,4.7,13,LAO,-
2311,1967-06-01 11:31:36,0, ,40.9300,28.9000,10.00,-,5,ISC,MS,4.0,3,Alsan ve Di?.1975,-
2292,1967-04-04 09:48:33,0, ,40.3100,26.0000,10.00,*,5,ISC,mb,4.4,5,ISC,-
2290,1967-04-04 03:47:17,0, ,40.3200,26.2000,32.00,-,5,ISC,mb,4.5,5,ISC,-
2278,1967-02-12 23:23:55,0, ,40.1400,28.1000,36.00,-,5,ISC,mb,4.2,6,Kalafat ve Di?.2011,-
2230,1966-08-21 01:30:45,0, ,40.3120,27.4360,16.60,-,41,EHB,mb,4.8,5,ISC,-
2085,1965-09-08 04:26:35,0, ,40.2000,26.2000,10.00,-,26,BCIS,MS,4.1,3,Alsan ve Di?.1975,-
2079,1965-08-24 23:57:35,0, ,40.3900,26.2000,18.00,-,5,ISC,mb,4.2,5,ISC,-
2077,1965-08-23 14:08:57,0, ,40.4360,26.1360,16.00,-,41,EHB,mb,5.2,5,ISC,-
1989,1964-12-21 00:50:10,0, ,40.5000,27.5000,10.00,-,5,ISC,mb,4.6,5,ISC,-
1986,1964-12-15 21:03:15,0, ,40.0200,28.7900,26.00,-,5,ISC,mb,4.7,5,ISC,-
1981,1964-11-20 06:59:19,0, ,40.2000,28.0600,56.00,-,5,ISC,mb,4.4,5,ISC,-
1976,1964-10-20 08:47:56,0, ,40.0000,28.6000,10.00,-,1,Ayhan ve Di?.1981,MS,4.8,1,Ayhan ve Di?.1981,-
1970,1964-10-07 23:07:54,0, ,40.1900,28.3600,31.00,-,5,ISC,mb,4.4,5,ISC,-
1969,1964-10-06 14:31:23,0, ,40.3000,28.2300,34.00,-,3,Alsan ve Di?.1975,MS,7.0,3,Alsan ve Di?.1975,Karacabey-Bursa
1968,1964-10-06 14:29:59,0, ,40.1860,28.1530,28.10,-,41,EHB,mb,5.4,5,ISC,-
1910,1964-04-18 21:52:54,0, ,41.1000,29.0000,33.00,-,5,ISC,mb,4.2,5,ISC,-
1874,1963-09-24 02:10:44,0, ,40.8400,28.9000,10.00,-,1,Ayhan ve Di?.1981,MS,4.8,1,Ayhan ve Di?.1981,-
1873,1963-09-18 16:58:15,0, ,40.7700,29.1200,40.00,-,3,Alsan ve Di?.1975,MS,6.3,3,Alsan ve Di?.1975,Yalova
1861,1963-03-29 03:09:18,0, ,40.2900,26.1500,50.00,-,1,Ayhan ve Di?.1981,MS,5.1,1,Ayhan ve Di?.1981,-
1838,1962-04-19 08:22:19,0, ,40.7500,28.8400,10.00,-,3,Alsan ve Di?.1975,MS,4.3,3,Alsan ve Di?.1975,-
1827,1961-11-28 08:58:47,0, ,39.9900,26.1000,80.00,-,1,Ayhan ve Di?.1981,MS,5.2,1,Ayhan ve Di?.1981,-
1805,1961-03-28 00:44:12,0, ,39.8200,30.1900,10.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
1762,1960-03-09 08:35:00,2,Saniye bilgisi yok,40.5000,26.5000,10.00,-,23,UNS,MS,4.1,23,UNS,-
1761,1960-03-06 20:37:06,0, ,41.3000,26.5000,22.00,-,23,UNS,MS,4.1,23,UNS,-
1738,1959-08-06 12:08:00,2,Saniye bilgisi yok,40.4000,29.2000,10.00,-,26,BCIS,MS,4.1,3,Alsan ve Di?.1975,-
1737,1959-07-26 17:07:06,0, ,40.9100,27.5400,10.00,-,1,Ayhan ve Di?.1981,MS,5.4,1,Ayhan ve Di?.1981,-
1722,1959-04-02 04:34:29,0, ,40.5000,29.4100,20.00,-,1,Ayhan ve Di?.1981,MS,4.6,1,Ayhan ve Di?.1981,-
1677,1957-12-26 15:01:45,0, ,40.8300,29.7200,10.00,-,1,Ayhan ve Di?.1981,MS,5.2,1,Ayhan ve Di?.1981,-
1669,1957-10-24 02:33:15,0, ,40.0600,29.7500,10.00,-,1,Ayhan ve Di?.1981,MS,4.7,1,Ayhan ve Di?.1981,-
1616,1956-08-30 00:15:00,2,Saniye bilgisi yok,41.0000,30.2000,5.00,-,23,UNS,MS,4.0,23,UNS,-
1615,1956-08-28 01:29:51,0, ,41.0800,29.9300,80.00,-,1,Ayhan ve Di?.1981,MS,4.6,1,Ayhan ve Di?.1981,-
1605,1956-07-18 09:46:53,0, ,39.9600,27.3000,60.00,-,1,Ayhan ve Di?.1981,MS,4.5,1,Ayhan ve Di?.1981,-
1578,1956-02-23 06:04:37,0, ,39.7600,30.1700,60.00,-,1,Ayhan ve Di?.1981,MS,5.2,1,Ayhan ve Di?.1981,-
1572,1956-01-06 14:52:59,0, ,41.0000,30.2000,10.00,-,1,Ayhan ve Di?.1981,MS,4.9,1,Ayhan ve Di?.1981,-
1571,1956-01-06 12:15:45,0, ,40.3900,26.2900,10.00,-,1,Ayhan ve Di?.1981,MS,5.5,1,Ayhan ve Di?.1981,-
1540,1954-10-26 10:34:29,0, ,40.5600,27.5200,10.00,-,1,Ayhan ve Di?.1981,MS,4.6,1,Ayhan ve Di?.1981,-
1539,1954-10-24 23:37:19,0, ,40.4600,27.5300,10.00,-,1,Ayhan ve Di?.1981,MS,4.8,1,Ayhan ve Di?.1981,-
1512,1954-03-23 12:58:53,0, ,40.5800,27.1200,10.00,-,3,Alsan ve Di?.1975,MS,5.1,3,Alsan ve Di?.1975,-
1482,1953-06-18 05:44:12,0, ,41.8000,26.5500,30.00,-,1,Ayhan ve Di?.1981,MS,5.1,1,Ayhan ve Di?.1981,-
1481,1953-06-03 16:05:31,0, ,40.2800,28.5300,20.00,-,1,Ayhan ve Di?.1981,MS,5.3,1,Ayhan ve Di?.1981,-
1468,1953-04-01 01:47:38,0, ,39.9700,27.4500,20.00,-,1,Ayhan ve Di?.1981,MS,4.9,1,Ayhan ve Di?.1981,-
1467,1953-03-31 18:24:00,2,Saniye bilgisi yok,40.1000,27.3000,15.00,-,1,Ayhan ve Di?.1981,MS,4.5,1,Ayhan ve Di?.1981,-
1465,1953-03-26 15:10:30,0, ,39.9400,27.4800,10.00,-,1,Ayhan ve Di?.1981,MS,4.7,1,Ayhan ve Di?.1981,-
1463,1953-03-24 20:20:01,0, ,40.0000,27.4000,12.00,-,1,Ayhan ve Di?.1981,MS,4.9,1,Ayhan ve Di?.1981,-
1460,1953-03-22 13:17:01,0, ,40.0000,27.3000,26.00,-,1,Ayhan ve Di?.1981,MS,4.2,1,Ayhan ve Di?.1981,-
1459,1953-03-19 21:13:58,0, ,39.8800,27.3500,10.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
1458,1953-03-19 12:53:04,0, ,40.1000,27.3000,48.00,-,1,Ayhan ve Di?.1981,MS,4.8,1,Ayhan ve Di?.1981,-
1457,1953-03-18 23:28:55,0, ,40.0000,27.4000,30.00,-,1,Ayhan ve Di?.1981,MS,4.5,1,Ayhan ve Di?.1981,-
1456,1953-03-18 22:28:00,0, ,40.0000,27.4000,30.00,-,1,Ayhan ve Di?.1981,MS,4.8,1,Ayhan ve Di?.1981,-
1455,1953-03-18 21:18:10,0, ,39.9600,27.5900,30.00,-,1,Ayhan ve Di?.1981,MS,5.4,1,Ayhan ve Di?.1981,-
1454,1953-03-18 20:34:55,0, ,40.0200,27.8300,10.00,-,1,Ayhan ve Di?.1981,MS,4.6,1,Ayhan ve Di?.1981,-
1453,1953-03-18 20:20:03,0, ,40.0000,27.4000,30.00,-,6,Kalafat ve Di?.2011,MS,5.0,6,Kalafat ve Di?.2011,-
1452,1953-03-18 19:06:16,0, ,39.9900,27.3600,10.00,-,1,Ayhan ve Di?.1981,MS,7.2,1,Ayhan ve Di?.1981,Çanakkale
1413,1952-03-13 06:30:01,0, ,41.0200,28.1400,11.00,-,1,Ayhan ve Di?.1981,MS,4.9,1,Ayhan ve Di?.1981,-
1408,1951-12-13 20:46:03,0, ,40.0600,26.2000,50.00,-,1,Ayhan ve Di?.1981,MS,4.9,1,Ayhan ve Di?.1981,-
1404,1951-09-15 22:52:13,0, ,40.1500,28.0200,40.00,-,1,Ayhan ve Di?.1981,MS,5.0,1,Ayhan ve Di?.1981,-
