No    ;Event ID;Date;Origin Time;Latitude;Longitude;Depth(km);xM;MD;ML;Mw;Ms;Mb;Type;Location
1;2.02E+13;13.04.2020;23:56:38.18;41.5683;28.789;17.7;4;0;4;3.7;0;0;Ke;ORMANLI ACIKLARI-ISTANBUL (KARADENIZ)
2;2.02E+13;8.03.2020;04:21:04.74;40.7057;29.262;5.1;4;0;4;3.8;0;0;Ke;YALOVA ACIKLARI (MARMARA DENIZI)
3;2.02E+13;11.01.2020;13:37:36.74;40.8613;28.2268;14.4;4.9;0;4.9;4.6;0;0;Ke;SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
4;2.02E+13;10.10.2019;16:52:03.30;40.6953;29.2597;10.3;4.1;0;4.1;3.8;0;0;Ke;YALOVA ACIKLARI (MARMARA DENIZI)
5;2.02E+13;27.09.2019;13:35:47.38;40.425;26.112;12;4.1;0;4.1;3.9;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
6;2.02E+13;26.09.2019;20:20:18.53;40.8677;28.2318;9.5;4.2;0;4.2;4.2;0;0;Ke;SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
7;2.02E+13;26.09.2019;11:26:36.18;40.8758;28.2943;15.1;4.4;0;4.4;4.2;0;0;Ke;MARMARA DENIZI
8;2.02E+13;26.09.2019;10:59:24.55;40.8802;28.216;13.3;5.7;0;5.7;5.7;0;0;Ke;SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
9;2.02E+13;24.09.2019;08:00:21.42;40.8745;28.212;9.9;4.7;0;4.7;4.5;0;0;Ke;SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
10;2.02E+13;31.07.2019;11:34:35.62;39.8097;27.2312;9.9;4.1;0;4.1;3.9;0;0;Ke;UCKABAAGAC-YENICE (CANAKKALE) [South West  1.4 km]
11;2.02E+13;25.05.2019;12:13:35.04;40.5673;27.1237;16;4.2;0;4.2;4;0;0;Ke;SARKOY (TEKIRDAG) [South 5.4 km]
12;2.02E+13;4.03.2019;21:07:27.56;40.45;28.4655;13.8;4.2;0;4.2;4;0;0;Ke;BAYRAMDERE ACIKLARI-BURSA (MARMARA DENIZI)
13;2.02E+13;19.02.2019;21:33:54.96;40.3862;27.1572;11.5;4.1;0;4.1;4.1;0;0;Ke;CAKIRLI-BIGA (CANAKKALE) [North West  1.9 km]
14;2.02E+13;19.02.2019;19:48:42.72;40.3833;27.1537;11.6;4;0;4;3.7;0;0;Ke;CAKIRLI-BIGA (CANAKKALE) [North West  2.0 km]
15;2.02E+13;15.02.2019;16:14:27.29;40.7818;27.9382;20.2;4.1;0;4.1;3.8;0;0;Ke;MARMARA DENIZI
16;2.02E+13;5.01.2019;04:20:14.30;40.4447;28.3713;10.4;4.1;0;4.1;3.9;0;0;Ke;BAYRAMDERE ACIKLARI-BURSA (MARMARA DENIZI)
17;2.02E+13;20.12.2018;06:34:24.40;40.5995;28.9773;7.3;4.6;0;4.6;4.4;0;0;Ke;ESENKOY-CINARCIK (YALOVA) [South East  3.0 km]
18;2.02E+13;30.11.2018;02:36:34.63;40.5985;28.9668;12.1;4.3;0;4.3;4;0;0;Ke;ESENKOY-CINARCIK (YALOVA) [South East  2.7 km]
19;2.02E+13;3.05.2018;02:04:33.41;39.9797;26.9243;12.7;4.5;0;4.5;4.2;0;0;Ke;TEPEKOY-CAN (CANAKKALE) [West 0.3 km]
20;2.02E+13;31.12.2017;20:12:02.32;40.5658;27.867;12.6;4.1;0;4.1;3.8;0;0;Ke;ERDEK ACIKLARI-BALIKESIR (MARMARA DENIZI)
21;2.02E+13;22.07.2017;22:12:32.21;40.0182;27.1407;13.2;4.3;0;4.3;3.9;0;0;Ke;YAYKIN-CAN (CANAKKALE) [North East  1.0 km]
22;2.02E+13;8.03.2017;20:09:58.28;39.9755;27.66;7.5;4;0;4;3.8;0;0;Ke;CATAK-GONEN (BALIKESIR) [North West  1.7 km]
23;2.02E+13;24.10.2016;21:04:47.04;39.7947;28.6662;8;4.1;0;4.1;3.9;0;0;Ke;HACIAHMET-MUSTAFAKEMALPASA (BURSA) [North West  2.3 km]
24;2.02E+13;17.07.2016;08:55:41.35;40.7032;29.166;11.4;4.1;0;3.9;4.1;0;0;Ke;KORU-CINARCIK (YALOVA) [North 5.5 km]
25;2.02E+13;25.06.2016;05:40:11.91;40.7068;29.2122;9.3;4.5;0;4.5;4.4;0;0;Ke;YALOVA ACIKLARI (MARMARA DENIZI)
26;2.02E+13;7.06.2016;04:09:45.65;40.2652;29.1523;15.8;4.6;0;4.6;4.3;0;0;Ke;KAZIKLI-GURSU (BURSA) [  1 km]
27;2.02E+13;16.11.2015;15:45:43.48;40.8315;28.7535;12.6;4.2;0;4.2;3.9;0;0;Ke;MARMARA DENIZI
28;2.02E+13;28.10.2015;16:20:02.02;40.822;27.7642;14.3;4.5;0;4.5;4.3;0;0;Ke;MARMARA DENIZI
29;2.02E+13;26.10.2015;20:07:59.75;39.7903;26.2667;6.7;4.6;0;4.3;4.6;0;0;Ke;GOKCEBAYIR-EZINE (CANAKKALE) [  .98 km]
30;2.02E+13;24.07.2015;06:54:10.07;40.2513;26.3053;10.7;4.6;0;4.6;4.2;0;0;Ke;KOCADERE-ECEABAT (CANAKKALE) [North West  2.9 km]
31;2.02E+13;24.07.2015;02:39:42.40;40.2435;26.2873;11.9;4.9;0;4.9;4.8;0;0;Ke;KOCADERE-ECEABAT (CANAKKALE) [North West  3.6 km]
32;2.02E+13;24.07.2015;01:26:00.68;40.2427;26.3025;11.2;4.5;0;4.5;4.1;0;0;Ke;KOCADERE-ECEABAT (CANAKKALE) [North West  2.4 km]
33;2.02E+13;2.02.2015;04:41:03.63;40.3413;26.0612;13.1;4.1;0;4.1;4.1;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
34;2.02E+13;23.01.2015;10:19:42.12;40.0657;28.5903;5;4.5;0;4.5;4.2;0;0;Ke;UGURLUPINAR-MUSTAFAKEMALPASA (BURSA) [  .93 km]
35;2.01E+13;16.12.2014;09:02:13.53;40.1498;27.0835;12.9;4.4;0;4.4;4.3;0;0;Ke;CELTIK-BIGA (CANAKKALE) [South West  1.5 km]
36;2.01E+13;22.10.2014;17:11:05.60;40.4065;30.1147;7.5;4.5;0;4.5;4.5;0;0;Ke;TASOLUK-GEYVE (SAKARYA) [South West  3.4 km]
37;2.01E+13;3.08.2014;22:22:44.35;40.6075;29.1652;11.5;4.1;0;4.1;3.8;0;0;Ke;TERMAL (YALOVA) [North West  0.8 km]
38;2.01E+13;16.07.2014;11:59:28.68;40.258;26.2477;12.3;4.2;0;4.2;3.9;0;0;Ke;KOCADERE-ECEABAT (CANAKKALE) [North West  7.3 km]
39;2.01E+13;9.07.2014;23:45:01.98;40.4298;26.2558;15;4.3;0;4.3;4;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
40;2.01E+13;3.07.2014;05:04:46.10;40.2088;27.9333;11.8;4.5;0;4.5;4.3;0;0;Ke;KUS GOLU
41;2.01E+13;28.05.2014;03:59:51.20;40.4218;26.1343;13.2;4.5;0;4.5;4.3;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
42;2.01E+13;25.05.2014;11:47:55.47;40.4123;26.0925;6.8;4.5;0;4.5;4.5;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
43;2.01E+13;25.05.2014;11:38:38.93;40.4208;26.1515;13;4.9;0;4.8;4.9;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
44;2.01E+13;24.05.2014;23:00:35.81;40.4067;25.9313;12;4.3;0;4.3;4.1;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
45;2.01E+13;24.05.2014;14:49:14.92;40.3997;25.9523;5.6;4.6;0;4.6;4.6;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
46;2.01E+13;24.05.2014;10:35:01.53;40.4278;26.1382;4.9;4.2;0;4.1;4.2;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
47;2.01E+13;24.05.2014;10:11:40.51;40.395;26.1485;9.4;4.3;0;4.3;4.2;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
48;2.01E+13;24.05.2014;09:34:16.67;40.3377;26.2567;5.4;4.1;0;4.1;;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
49;2.01E+13;24.05.2014;09:33:48.10;40.4208;26.1673;7.6;4;0;4;;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
50;2.01E+13;24.05.2014;09:31:18.10;40.427;26.2398;7.2;5.1;0;4.9;5.1;0;0;Ke;SAROS KORFEZI (EGE DENIZI)
51;2.01E+13;13.01.2014;10:51:26.52;39.7833;26.1328;7.8;4.2;0;4.2;4;0;0;Ke;DALYAN-EZINE (CANAKKALE) [North West  2.7 km]
52;2.01E+13;7.01.2014;19:41:21.54;39.7792;26.1185;7.1;4.1;0;4.1;3.8;0;0;Ke;DALYAN-EZINE (CANAKKALE) [North West  3.4 km]
53;2.01E+13;27.11.2013;04:13:37.52;40.8455;27.9187;10.8;4.7;0;4.7;4.6;0;0;Ke;MARMARA EREGLISI ACIKLARI-TEKIRDAG (MARMARA DENIZI)
54;2.01E+13;29.08.2013;06:20:34.87;40.3478;27.4458;14.8;4.2;0;4.2;4.1;0;0;Ke;GERLENGEC-BIGA (CANAKKALE) [  6.65 km]
55;2.01E+13;17.08.2013;18:16:31.03;40.4103;29.1193;5.5;4.3;0;4.2;4.3;0;0;Ke;ENGURUCUK-GEMLIK (BURSA) [  1.98 km]
56;2.01E+13;6.08.2013;19:18:11.99;39.836;29.7542;7.5;4;0;4;3.9;0;0;Ke;CAMILIYAYLA-BOZUYUK (BILECIK) [  4.24 km]
57;2.01E+13;12.07.2013;00:36:57.47;40.386;25.9683;16.5;4.3;0;4.3;4.2;0;0;Ke;SAROS K�RFEZi (EGE DENiZi)
58;2.01E+13;26.10.2012;03:37:36.17;40.4258;28.7203;8.3;4;0;4;;0;0;Ke;GEMLiK K�RFEZi (MARMARA DENiZi)
59;2.01E+13;25.07.2012;21:28:28.87;40.4325;26.1952;17.3;4.6;0;4.6;;0;0;Ke;SAROS K�RFEZi (EGE DENiZi)
60;2.01E+13;4.07.2012;08:45:28.69;39.9417;27.8422;12.8;4.4;0;4.4;;0;0;Ke;DUZOBA- (BALIKESIR) [North West  3.6 km]
61;2.01E+13;7.06.2012;20:54:25.83;40.854;27.9235;14.9;5.1;0;5.1;;0;0;Ke;MARMARA EREGLISI A�IKLARI-TEKIRDAG (MARMARA DENIZI)
62;2.01E+13;4.05.2012;05:38:13.81;40.3147;27.0005;12;4.3;0;4.3;;0;0;Ke;DISBUDAK-LAPSEKI (�ANAKKALE) [South West  0.2 km]
63;2.01E+13;16.08.2011;17:30:06.68;40.4348;28.8943;5.4;4;0;4;;0;0;Ke;GEMLIK K�RFEZI (MARMARA DENIZI)
64;2.01E+13;25.07.2011;17:57:20.81;40.8112;27.7382;17;5.2;0;5.2;;0;4.9;Ke;MARMARA DENIZI
65;2.01E+13;11.07.2011;16:09:12.61;40.173;29.96;6.5;4.6;0;4.6;;0;4.5;Ke;PELITOZU- (BILECIK) [South West  0.7 km]
66;2.01E+13;30.03.2011;17:07:20.13;40.0483;27.831;7.9;4.3;0;4.3;;0;0;Ke;SULEYMANLI-MANYAS (BALIKESIR) [North West  1.0 km]
67;2.01E+13;9.03.2011;07:04:03.88;40.4318;28.0598;9.4;4;0;4;;0;0;Ke;BANDIRMA K�RFEZI (MARMARA DENIZI)
68;2.01E+13;20.01.2011;02:09:37.04;40.7042;29.7628;11.7;4.1;0;4.1;;0;4.1;Ke;ORCUN-GOLCUK (KOCAELI) [West 2.7 km]
69;2.01E+13;3.10.2010;17:49:03.05;40.8402;28.1248;11.8;4.3;0;4.3;;0;0;Ke;MARMARA DENIZI
70;2.01E+13;15.05.2010;14:08:22.17;41.1985;30.1332;5;4.2;0;4.2;;0;0;Ke;KEFKEN-KANDIRA (KOCAELI) [North West  8.5 km]
71;2.01E+13;1.08.2009;16:42:39.05;40.3678;28.2772;10;4.3;0;4.3;;0;0;Ke;KURSUNLU-KARACABEY (BURSA) [South 3.3 km]
72;2.01E+13;24.01.2009;15:58:38.96;40.7853;27.7643;16.5;4.3;0;4.1;4.3;0;0;Ke;MARMARA DENIZI
73;2.01E+13;5.10.2008;06:04:04.73;40.6307;29.0133;15.3;4.2;0;4.2;;0;0;Ke;SENKOY-CINARCIK (YALOVA) [North East  0.9 km]
74;2.01E+13;11.09.2008;23:12:42.74;39.7658;26.0303;9;4.1;0;4.1;;0;0;Ke;ODUN ISKELE A�IKLARI-�ANAKKALE (EGE DENIZI)
75;2.01E+13;15.07.2008;09:19:49.14;40.3702;27.4412;12.1;4.2;0;4.2;;0;0;Ke;BOZLAR-BIGA (�ANAKKALE) [North East  8.3 km]
76;2.01E+13;10.07.2008;07:49:53.92;40.0073;27.7137;13.6;4.9;0;4.9;;0;0;Ke;COBANHAMIDIYE-GONEN (BALIKESIR) [South 2.0 km]
77;2.01E+13;3.06.2008;06:59:22.05;40.1632;26.9182;9.7;4;0;4;;0;0;Ke;AHMETLER-BIGA (�ANAKKALE) [West 0.4 km]
78;2.01E+13;12.03.2008;18:53:31.31;40.6162;29.0072;10;4.8;0;4.8;;0;0;Ke;SENKOY-CINARCIK (YALOVA) [South East  1.3 km]
79;2.01E+13;29.09.2007;22:35:09.39;39.7577;27.7553;8.2;4;0;4;;0;0;Ke;DELIKLITAS- (BALIKESIR) [North 1.3 km]
80;2.01E+13;1.08.2007;19:03:08.13;40.7868;30.0902;5.2;4;3.8;4;;0;0;Ke;BAYRAKTAR-IZMIT (KOCAELI) [West 0.1 km]
81;2.01E+13;24.10.2006;14:00:20.90;40.4162;28.9878;12.5;5.2;0;5.2;;0;4.6;Ke;GEMLIK K�RFEZI (MARMARA DENIZI)
82;2.01E+13;20.10.2006;18:15:24.19;40.2617;27.985;10.9;5.2;0;5.2;;0;0;Ke;YENISIGIRCI-BANDIRMA (BALIKESIR) [West 2.4 km]
83;2.01E+13;4.11.2005;20:12:08.79;40.679;27.303;13;4.1;4;4.1;;0;0;Ke;HOSKOY-SARKOY (TEKIRDAG) [South West  4.0 km]
84;2.00E+13;29.09.2004;15:42:07.70;40.79;29.02;13;4;4;4;;0;0;Ke;�INARCIK A�IKLARI-YALOVA (MARMARA DENIZI)
85;2.00E+13;13.08.2004;15:13:44.30;40.83;26.43;10;4.2;4;4.2;;0;0;Ke;ALICO PEHLIVAN-IPSALA (EDIRNE) [South West  1.5 km]
86;2.00E+13;27.06.2004;15:31:47.50;40.9;26.08;7;4.5;4.3;4.5;4.3;0;0;Ke;ENEZ (EDIRNE) [North 19.5 km]
87;2.00E+13;16.05.2004;03:30:48.70;40.7;29.33;10;4.3;4.3;4.3;;0;0;Ke;IZMIT K�RFEZI (MARMARA DENIZI)
88;2.00E+13;19.04.2004;15:27:16.50;40.61;27.7;16;4.1;4;4.1;;0;0;Ke;ASMALI-MARMARA (BALIKESIR) [South West  1.1 km]
89;2.00E+13;23.12.2003;13:07:45.30;39.86;29.24;9;4;4;4;;0;0;Ke;KIRAN ISIKLAR-KELES (BURSA) [East 1.0 km]
90;2.00E+13;23.12.2003;12:23:36.90;39.88;29.24;13;4.6;4.4;4.6;;0;0;Ke;ALPAGUT-KELES (BURSA) [East 2.2 km]
91;2.00E+13;31.08.2003;07:50:56.10;40.47;25.92;16;4.1;4;4.1;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
92;2.00E+13;13.07.2003;05:09:48.60;40.83;27.48;14;4;4;0;;0;0;Ke;KUMBAG- (TEKIRDAG) [South East  5.0 km]
93;2.00E+13;9.07.2003;22:31:40.70;40.4;25.95;11;4.7;0;4.7;;0;4.7;Ke;SAROS K�RFEZI (EGE DENIZI)
94;2.00E+13;9.07.2003;22:01:57.20;40.38;25.92;9;4;4;4;;0;0;Ke;KALEKOY-GOKCEADA (�ANAKKALE) [North 16.7 km]
95;2.00E+13;6.07.2003;22:42:08.40;40.44;25.93;8;4.4;4.1;0;;0;4.4;Ke;SAROS K�RFEZI (EGE DENIZI)
96;2.00E+13;6.07.2003;22:05:49.10;40.39;26.04;10;4.2;4;0;;0;4.2;Ke;SAROS K�RFEZI (EGE DENIZI)
97;2.00E+13;6.07.2003;20:48:52.90;40.43;26.01;11;4.2;4.2;0;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
98;2.00E+13;6.07.2003;20:10:14.20;40.51;26.06;8;5;4.4;0;;5;0;Ke;SAROS K�RFEZI (EGE DENIZI)
99;2.00E+13;6.07.2003;19:10:28.90;40.39;26.19;12;5.7;0;5.6;5.7;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
100;2.00E+13;5.07.2003;21:58:31.20;40.4;26.19;12;4.1;4;4.1;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
101;2.00E+13;9.06.2003;17:44:03.10;40.21;27.94;17;4.9;4.7;4.9;;0;0;Ke;KUS G�L�
102;2.00E+13;20.03.2003;12:25:34.60;39.97;28.74;12;4.3;4.3;0;;0;4.1;Ke;OMERALTI-MUSTAFAKEMALPASA (BURSA) [South West  2.8 km]
103;2.00E+13;5.05.2002;09:22:09.80;40.53;28.32;7;4.1;3.9;4.1;;0;0;Ke;MARMARA DENIZI
104;2.00E+13;23.03.2002;02:36:10.60;40.81;27.84;12;4.8;4.8;4.3;;0;0;Ke;MARMARA DENIZI
105;2.00E+13;28.02.2002;08:37:51.90;40.79;28.17;8;4.1;4.1;0;;0;0;Ke;MARMARA DENIZI
106;2.00E+13;14.03.2001;20:34:20.20;40.85;27.64;8;4;4;0;;0;0;Ke;TEKIRDAG A�IKLARI (MARMARA DENIZI)
107;2.00E+13;16.01.2001;03:33:02.20;40.9;29.07;13;4;4;0;;0;0;Ke;ADALAR (ISTANBUL) [North West  5.7 km]
108;2.00E+13;7.07.2000;00:15:30.70;40.85;29.23;9;4.2;4.2;0;;0;0;Ke;PENDIK (ISTANBUL) [South West  3.0 km]
109;2.00E+13;5.07.2000;23:20:36.10;40.31;26.03;0;4.1;4.1;0;;0;0;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
110;2.00E+13;9.02.2000;16:41:32.30;40.82;30.02;17;4.1;4.1;0;;0;0;Ke;YASSIBAG-IZMIT (KOCAELI) [South 1.9 km]
111;2.00E+13;21.11.1999;13:46:14.60;40.63;26.11;20;4;4;0;;0;0;Ke;SULTANICE-ENEZ (EDIRNE) [West 3.8 km]
112;2.00E+13;20.10.1999;23:08:21.10;40.79;29;10;4.4;4.4;0;;0;0;Ke;�INARCIK A�IKLARI-YALOVA (MARMARA DENIZI)
113;2.00E+13;29.09.1999;00:13:05.70;40.7;29.34;12;4.8;4.8;0;;0;0;Ke;IZMIT K�RFEZI (MARMARA DENIZI)
114;2.00E+13;20.09.1999;21:28:00.00;40.69;27.58;16;5;5;0;;0;0;Ke;MARMARA DENIZI
115;2.00E+13;18.09.1999;00:48:24.40;40.62;29.12;9;4.3;4.3;0;;0;0;Ke;ORTABURUN-CINARCIK (YALOVA) [West 2.5 km]
