No    ;Event ID;Date;Origin Time;Latitude;Longitude;Depth(km);xM;MD;ML;Mw;Ms;Mb;Type;Location
233;1.98E+13;18.11.1975;04:54:28.30;40.26;27.29;7;4.1;0;4.1;;0;0;Ke;IDRISKORU-BIGA (�ANAKKALE) [North East  1.9 km]
234;1.98E+13;18.08.1975;03:19:52.50;40.26;26.06;46;4.3;0;4.3;;0;3.6;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
235;1.98E+13;7.05.1975;17:59:17.50;40.47;26.5;44;4;0;4;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
236;1.98E+13;22.04.1975;05:03:31.00;40.28;26.2;36;4;0;3.8;;0;4;Ke;SAROS K�RFEZI (EGE DENIZI)
237;1.98E+13;18.04.1975;16:43:23.40;40.35;27.28;5;4;0;4;;0;3.4;Ke;CINARKOPRU-BIGA (�ANAKKALE) [North East  4.6 km]
238;1.98E+13;30.03.1975;13:03:17.60;40.57;26.36;0;4.5;0;4.1;;0;4.5;Ke;SAROS K�RFEZI (EGE DENIZI)
239;1.98E+13;30.03.1975;02:08:08.20;40.33;26.23;0;4;0;4;;0;3.7;Ke;SAROS K�RFEZI (EGE DENIZI)
240;1.98E+13;29.03.1975;02:06:05.00;40.42;26;33;5.3;0;0;;0;5.3;Ke;SAROS K�RFEZI (EGE DENIZI)
241;1.98E+13;28.03.1975;08:32:52.90;40.29;26.31;0;4;0;4;;0;0;Ke;BUYUKANAFARTA-ECEABAT (�ANAKKALE) [North West  1.8 km]
242;1.98E+13;27.03.1975;21:16:04.70;40.42;26.24;0;4;0;4;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
243;1.98E+13;27.03.1975;19:42:42.50;40.48;26.08;5;4.5;0;4.5;;0;4.5;Ke;SAROS K�RFEZI (EGE DENIZI)
244;1.98E+13;27.03.1975;07:51:21.40;40.32;26.27;0;4;0;4;;0;0;Ke;KUCUKANAFARTA-ECEABAT (�ANAKKALE) [North West  4.7 km]
245;1.98E+13;27.03.1975;06:43:57.40;40.51;26.5;56;4;0;4;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
246;1.98E+13;27.03.1975;06:15:46.00;40.41;26.23;22;4.7;0;4.5;;0;4.7;Ke;SAROS K�RFEZI (EGE DENIZI)
247;1.98E+13;27.03.1975;05:23:31.10;40.19;26.01;0;4.1;0;0;;0;4.1;Ke;ESELEK-GOKCEADA (�ANAKKALE) [North East  7.2 km]
248;1.98E+13;27.03.1975;05:15:07.90;40.45;26.12;15;6.7;0;5.7;;6.7;5.5;Ke;SAROS K�RFEZI (EGE DENIZI)
249;1.98E+13;19.03.1975;09:26:23.40;40.31;26.01;0;4;0;4;;0;0;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
250;1.98E+13;17.03.1975;05:35:17.60;40.48;26.08;18;5.9;0;5.2;;5.9;5;Ke;SAROS K�RFEZI (EGE DENIZI)
251;1.98E+13;17.03.1975;05:17:47.10;40.4;26.24;5;5;0;5;;0;4.8;Ke;SAROS K�RFEZI (EGE DENIZI)
252;1.98E+13;17.03.1975;05:11:16.50;40.48;25.95;22;5.5;0;4.8;;5.5;4.9;Ke;SAROS K�RFEZI (EGE DENIZI)
253;1.98E+13;17.03.1975;02:06:39.10;40.48;26.03;2;4.5;0;4.2;;0;4.5;Ke;SAROS K�RFEZI (EGE DENIZI)
254;1.98E+13;16.03.1975;08:37:16.30;40.36;26.14;5;4.4;0;4.4;;0;4.3;Ke;SAROS K�RFEZI (EGE DENIZI)
255;1.98E+13;30.01.1975;16:26:18.60;39.87;28.64;0;4.3;0;4.3;;0;0;Ke;KARAKOY-MUSTAFAKEMALPASA (BURSA) [North West  2.5 km]
256;1.98E+13;30.01.1975;04:51:25.10;39.82;28.6;0;4.1;0;4.1;;0;0;Ke;ALPAGUT-MUSTAFAKEMALPASA (BURSA) [South East  4.7 km]
257;1.97E+13;13.09.1974;12:10:02.70;40.79;28.29;8;4.3;4.1;4;4.3;3.9;4.2;Ke;MARMARA DENIZI
258;1.97E+13;18.01.1974;10:57:14.30;40.5;28.94;18;4.2;3.9;4.2;4.1;3.6;4;Ke;HAYRIYE-ARMUTLU (YALOVA) [West 2.3 km]
259;1.97E+13;22.11.1973;14:54:53.00;40.36;29.88;8;4.4;4.1;4.4;4.3;3.9;4.2;Ke;CIFTLIK-OSMANELI (BILECIK) [South East  2.1 km]
260;1.97E+13;3.07.1973;16:06:14.80;40.62;27.54;6;4.3;4.1;4.1;4.3;3.9;4.2;Ke;MARMARA (BALIKESIR) [North West  3.9 km]
261;1.97E+13;27.06.1973;11:50:23.00;40.72;27.49;5;4.4;4.2;4.2;4.4;4;4.3;Ke;G�ZELK�Y A�IKLARI-TEKIRDAG (MARMARA DENIZI)
262;1.97E+13;11.06.1973;00:29:33.30;40.31;29.3;26;4.2;4.2;0;;0;0;Ke;ERICEK-GURSU (BURSA) [South East  3.2 km]
263;1.97E+13;11.02.1973;12:57:38.60;40.42;28.33;5;4;4;0;;0;0;Ke;KURSUNLU-KARACABEY (BURSA) [North East  5.0 km]
264;1.97E+13;10.11.1972;07:40:41.30;40.41;28.73;5;4.3;4.3;0;;0;0;Ke;ZEYTINBAGI-MUDANYA (BURSA) [North West  5.9 km]
265;1.97E+13;23.09.1972;03:32:49.10;39.78;28.57;5;4.3;4.3;0;;0;0;Ke;SARIMUSTAFALAR-MUSTAFAKEMALPASA (BURSA) [North 0.7 km]
266;1.97E+13;21.06.1972;05:06:16.20;40.26;30.04;33;4.2;4;4;4.2;3.7;4.1;Ke;VEZIRHAN- (BILECIK) [North East  2.1 km]
267;1.97E+13;28.02.1972;02:04:35.20;40.4;29;6;4.4;0;4.4;4.2;3.7;4.1;Ke;GEMLIK K�RFEZI (MARMARA DENIZI)
268;1.97E+13;23.05.1971;14:03:18.90;39.96;28.72;3;4.6;4.4;4.1;4.6;4.3;4.5;Ke;OMERALTI-MUSTAFAKEMALPASA (BURSA) [South West  4.8 km]
269;1.97E+13;1.05.1971;13:45:27.40;40.95;27.99;13;4.9;0;4.9;4.7;4.4;4.6;Ke;MARMARAEREGLISI (TEKIRDAG) [South East  3.7 km]
270;1.97E+13;31.10.1970;04:36:11.40;39.92;26.16;10;4.1;3.9;4;4.1;3.6;4;Ke;YENIKOY-EZINE (�ANAKKALE) [South West  1.5 km]
271;1.97E+13;26.09.1970;01:48:45.00;41.8;26.6;85;4.5;4.4;4.4;4.5;4.3;4.4;Ke;MURATCALI- (EDIRNE) [South West  1.4 km]
272;1.97E+13;6.09.1970;17:39:10.00;40.2;28.5;10;4.1;4.1;4;4.1;3.6;4;Ke;GOLKIYI-KARACABEY (BURSA) [South 2.5 km]
273;1.97E+13;26.04.1970;13:23:01.40;39.9;28.9;5;4.1;4.1;0;;0;0;Ke;YESILLER-ORHANELI (BURSA) [North East  2.5 km]
274;1.97E+13;24.12.1969;08:41:32.00;40.5;28.4;10;4.7;4.6;4.3;4.7;4.5;4.6;Ke;BAYRAMDERE A�IKLARI-BURSA (MARMARA DENIZI)
275;1.97E+13;9.08.1969;00:42:25.80;40.53;25.97;5;4;4;0;;0;0;Ke;SAROS K�RFEZI (EGE DENIZI)
276;1.97E+13;5.03.1969;14:41:16.40;40.06;27.56;33;4.8;4.6;4.7;4.8;4.6;4.7;Ke;KUMKOY-GONEN (BALIKESIR) [North East  0.9 km]
277;1.97E+13;3.03.1969;00:59:10.50;40.08;27.5;6;5.8;5.4;0;5.8;5.8;5.6;Ke;ALACAOLUK-GONEN (BALIKESIR) [South West  2.6 km]
278;1.97E+13;9.11.1968;12:38:58.00;40.15;28.35;24;4.5;4.3;4.3;4.5;4.2;4.2;Ke;YOLAGZI-KARACABEY (BURSA) [North East  4.1 km]
279;1.97E+13;28.09.1968;00:53:28.00;40.49;26.38;28;4.7;4.5;4.7;4.7;4.4;4.4;Ke;SAROS K�RFEZI (EGE DENIZI)
280;1.97E+13;9.05.1968;04:19:37.90;40.07;29.26;10;4.3;4.2;4.1;4.3;4;4.2;Ke;ALACAM-KESTEL (BURSA) [South West  6.8 km]
281;1.97E+13;6.05.1968;09:38:47.00;40.33;28.63;4;4.6;4.4;4.5;4.6;4.3;4.3;Ke;EMIRLERYENICESI-MUDANYA (BURSA) [North East  1.5 km]
282;1.97E+13;18.08.1967;19:49:23.00;41.2;30.1;10;4.3;4.2;4.1;4.3;4;4.2;Ke;CALKOY-KANDIRA (KOCAELI) [North 10.1 km]
283;1.97E+13;6.08.1967;14:09:33.00;41;28.8;10;4.5;4.4;4.4;4.5;4.3;4.4;Ke;KUCUKCEKMECE (ISTANBUL) [South East  0.4 km]
284;1.97E+13;2.08.1967;02:29:07.00;40.7;27.2;10;4.3;4.2;4.1;4.3;4;4.2;Ke;YAYAKOY-SARKOY (TEKIRDAG) [South 1.6 km]
285;1.97E+13;31.07.1967;07:12:05.00;40.6;27.62;4;4.5;4.3;4.3;4.5;4.2;4.2;Ke;MARMARA DENIZI
286;1.97E+13;23.07.1967;09:39:28.60;40.98;30;33;4.4;4.2;4.2;4.4;4;4.3;Ke;DELIVELI-KANDIRA (KOCAELI) [North West  0.4 km]
287;1.97E+13;1.06.1967;11:31:36.30;40.93;28.9;10;4.3;4.2;4.1;4.3;4;4.2;Ke;BAKIRKOY (ISTANBUL) [South East  5.9 km]
288;1.97E+13;4.04.1967;03:47:17.00;40.32;26.2;32;4.7;4.6;4.6;4.7;4.5;4.4;Ke;SAROS K�RFEZI (EGE DENIZI)
289;1.97E+13;12.02.1967;23:23:55.00;40.14;28.1;36;4.3;4.2;4.1;4.3;4;4.2;Ke;AKSAKAL-BANDIRMA (BALIKESIR) [South West  1.0 km]
290;1.97E+13;21.08.1966;01:30:43.50;40.33;27.4;12;5.1;4.9;4.9;5.1;4.9;4.8;Ke;BOZLAR-BIGA (�ANAKKALE) [North East  2.6 km]
291;1.97E+13;9.09.1965;00:03:04.20;40.2;26.2;10;4.6;4.5;4.5;4.6;4.4;4.5;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
292;1.97E+13;8.09.1965;04:26:03.50;40.2;26.2;10;4.4;4.3;4.2;4.4;4.1;4.3;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
293;1.97E+13;24.08.1965;23:57:35.40;40.39;26.2;18;4.5;4.4;4.4;4.5;4.2;4.4;Ke;SAROS K�RFEZI (EGE DENIZI)
294;1.97E+13;23.08.1965;23:43:52.00;40.2;26.2;10;4.7;4.6;4.6;4.7;4.5;4.6;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
295;1.97E+13;23.08.1965;14:08:58.60;40.51;26.17;33;5.6;5.4;5.4;5.5;5.6;5.2;Ke;SAROS K�RFEZI (EGE DENIZI)
296;1.96E+13;21.12.1964;00:50:01.00;40.5;27.5;10;4.7;4.5;4.5;4.7;4.4;4.6;Ke;AVSA-MARMARA (BALIKESIR) [South 1.2 km]
297;1.96E+13;15.12.1964;21:03:15.70;40.02;28.79;26;4.8;4.6;4.6;4.8;4.5;4.7;Ke;CINARCIK-ORHANELI (BURSA) [South 2.6 km]
298;1.96E+13;20.11.1964;06:59:18.70;40.2;28.06;56;4.5;4.3;4.2;4.5;4.1;4.4;Ke;KUSCENNETI-BANDIRMA (BALIKESIR) [South 3.6 km]
299;1.96E+13;20.10.1964;08:47:56.00;40;28.6;10;5.1;4.8;4.9;5.1;4.8;4.9;Ke;ISIKLAR-MUSTAFAKEMALPASA (BURSA) [North East  0.3 km]
300;1.96E+13;19.10.1964;14:06:50.00;40.5;29;10;4.2;4.2;4.1;4.2;4;4.2;Ke;SELIMIYE-ARMUTLU (YALOVA) [South East  2.5 km]
301;1.96E+13;7.10.1964;23:07:05.30;40.19;28.36;31;4.5;4.3;4.3;4.5;4.2;4.4;Ke;KARACABEY (BURSA) [South 2.9 km]
302;1.96E+13;6.10.1964;14:31:23.00;40.3;28.23;34;7;0;7;6.2;7;6;Ke;OKCULAR-KARACABEY (BURSA) [North East  1.5 km]
303;1.96E+13;6.10.1964;14:29:57.90;40.24;28.16;23;5.7;5;5.3;5.7;5;5.4;Ke;TOPHISAR-KARACABEY (BURSA) [North 2.2 km]
304;1.96E+13;18.04.1964;21:52:54.00;41.1;29;33;4.3;4.1;4.1;4.3;3.9;4.2;Ke;KAGITHANE (ISTANBUL) [North East  3.2 km]
305;1.96E+13;24.09.1963;02:10:44.40;40.84;28.9;10;4.9;4.8;4.8;4.9;4.8;4.9;Ke;MARMARA DENIZI
306;1.96E+13;18.09.1963;16:58:14.80;40.77;29.12;40;6.3;6;6;6.2;6.3;5.9;Ke;ADALAR (ISTANBUL) [South 11.7 km]
307;1.96E+13;29.03.1963;03:09:17.80;40.29;26.15;50;5.3;5;5;5.3;5.1;5.1;Ke;KEMALYERI A�IKLARI-�ANAKKALE (EGE DENIZI)
308;1.96E+13;19.04.1962;08:22:18.60;40.75;28.84;10;4.6;4.4;4.4;4.6;4.3;4.5;Ke;MARMARA DENIZI
309;1.96E+13;28.11.1961;08:58:46.60;39.99;26.1;80;5.4;5.1;5.1;5.4;5.2;5.1;Ke;�VECIK A�IKLARI-�ANAKKALE (EGE DENIZI)
310;1.96E+13;28.03.1961;00:44:11.80;39.82;30.19;10;5.3;5;4.9;5.3;5;5;Ke;INONU (ESKISEHIR) [East 3.8 km]
311;1.96E+13;9.03.1960;08:35:00.00;40.5;26.5;10;4.4;4.3;4.2;4.4;4.1;4.4;Ke;SAROS K�RFEZI (EGE DENIZI)
312;1.96E+13;6.03.1960;20:37:06.00;41.3;26.5;22;4.4;4.3;4.2;4.4;4.1;4.4;Ke;RAHMANCA-MERIC (EDIRNE) [North East  1.8 km]
313;1.96E+13;6.08.1959;12:08:00.00;40.4;29.2;10;4.4;4.3;4.2;4.4;4.1;4.4;Ke;ADLIYE-GEMLIK (BURSA) [North West  1.3 km]
314;1.96E+13;26.07.1959;17:07:06.20;40.91;27.54;10;5.5;5.3;5.3;5.5;5.4;5.3;Ke;BARBAROS- (TEKIRDAG) [East 6.1 km]
315;1.96E+13;2.04.1959;04:34:28.80;40.5;29.41;20;4.8;4.7;4.6;4.8;4.6;4.7;Ke;UREGIL-ORHANGAZI (BURSA) [South 2.7 km]
316;1.96E+13;26.12.1957;15:01:44.70;40.83;29.72;10;5.4;5.1;5.1;5.4;5.2;5.1;Ke;KALBURCU-KORFEZ (KOCAELI) [South West  1.0 km]
317;1.96E+13;24.10.1957;02:33:14.80;40.06;29.75;10;4.9;4.7;4.7;4.9;4.7;4.8;Ke;NAZIFPASA-PAZARYERI (BILECIK) [North 1.9 km]
318;1.96E+13;30.08.1956;00:15:00.00;41;30.2;5;4.4;4.2;4.2;4.4;4;4.3;Ke;MANCARLAR-KANDIRA (KOCAELI) [South East  0.9 km]
319;1.96E+13;28.08.1956;01:29:51.40;41.08;29.93;80;4.8;4.7;4.6;4.8;4.6;4.7;Ke;AVDAN-KANDIRA (KOCAELI) [North West  1.4 km]
320;1.96E+13;18.07.1956;09:46:52.50;39.96;27.3;60;4.7;4.6;4.6;4.7;4.5;4.6;Ke;CAKIROBA-YENICE (�ANAKKALE) [North East  0.9 km]
321;1.96E+13;23.02.1956;06:04:36.90;39.76;30.17;60;5.4;5.1;5.1;5.4;5.2;5.1;Ke;DUTLUCA-INONU (ESKISEHIR) [North 2.7 km]
322;1.96E+13;6.01.1956;14:52:59.10;41;30.2;10;5.2;4.9;4.9;5.2;4.9;4.9;Ke;MANCARLAR-KANDIRA (KOCAELI) [South East  0.9 km]
323;1.96E+13;6.01.1956;12:15:44.60;40.39;26.29;10;5.6;5.4;5.3;5.6;5.5;5.4;Ke;SAROS K�RFEZI (EGE DENIZI)
324;1.95E+13;26.10.1954;10:34:28.60;40.56;27.52;10;4.8;4.7;4.6;4.8;4.6;4.7;Ke;EKINLIK-MARMARA (BALIKESIR) [North East  3.2 km]
325;1.95E+13;24.10.1954;23:37:19.10;40.46;27.53;10;4.9;4.8;4.8;4.9;4.8;4.9;Ke;AVSA-MARMARA (BALIKESIR) [South East  6.3 km]
326;1.95E+13;23.03.1954;12:58:53.20;40.58;27.12;10;5.3;5;5;5.3;5.1;5.1;Ke;SARKOY (TEKIRDAG) [South 3.9 km]
327;1.95E+13;18.06.1953;05:44:11.80;41.8;26.55;30;5.3;5;5;5.3;5.1;5.1;Ke;YOLUSTU- (EDIRNE) [North West  0.9 km]
328;1.95E+13;3.06.1953;16:05:31.30;40.28;28.53;20;5.5;5.2;5.2;5.5;5.3;5.2;Ke;SUBASI-KARACABEY (BURSA) [North West  1.3 km]
329;1.95E+13;1.04.1953;01:47:38.60;39.97;27.45;20;4.9;4.9;4.9;4.8;4.9;4.9;Ke;KARASU-YENICE (�ANAKKALE) [South East  1.5 km]
330;1.95E+13;31.03.1953;18:24:00.00;40.1;27.3;15;4.7;4.6;4.6;4.7;4.5;4.6;Ke;ASAGIINOVA-YENICE (�ANAKKALE) [North East  2.0 km]
331;1.95E+13;26.03.1953;15:10:30.40;39.94;27.48;10;4.9;4.7;4.7;4.9;4.7;4.8;Ke;KABALI-YENICE (�ANAKKALE) [North East  2.2 km]
332;1.95E+13;24.03.1953;20:20:01.30;40;27.5;12;4.9;4.7;4.7;4.9;4.7;4.8;Ke;ORTAOBA-GONEN (BALIKESIR) [East 1.5 km]
333;1.95E+13;22.03.1953;13:17:01.20;40;27.3;26;4.5;4.3;4.3;4.5;4.2;4.4;Ke;BEKTEN-YENICE (�ANAKKALE) [North East  2.0 km]
334;1.95E+13;19.03.1953;21:13:58.10;39.88;27.35;10;5.3;5;4.9;5.3;5;5;Ke;BASKOZ-YENICE (�ANAKKALE) [North West  0.9 km]
335;1.95E+13;19.03.1953;12:53:04.20;40.1;27.3;48;4.9;4.8;4.8;4.9;4.8;4.9;Ke;ASAGIINOVA-YENICE (�ANAKKALE) [North East  2.0 km]
336;1.95E+13;18.03.1953;23:28:55.00;40;27.4;30;4.7;4.6;4.6;4.7;4.5;4.6;Ke;BALLICAY-YENICE (�ANAKKALE) [North East  0.5 km]
337;1.95E+13;18.03.1953;22:28:00.00;40;27.4;30;4.9;4.8;4.8;4.9;4.8;4.9;Ke;BALLICAY-YENICE (�ANAKKALE) [North East  0.5 km]
338;1.95E+13;18.03.1953;21:18:09.90;39.96;27.59;30;5.5;5.3;5.3;5.5;5.4;5.3;Ke;SOGUTKOY-GONEN (BALIKESIR) [North East  2.8 km]
339;1.95E+13;18.03.1953;20:34:55.50;40.02;27.83;10;4.8;4.7;4.6;4.8;4.6;4.7;Ke;ISIKLAR-MANYAS (BALIKESIR) [North West  1.5 km]
340;1.95E+13;18.03.1953;20:20:03.00;40;27.4;30;5.3;5;4.9;5.3;5;5;Ke;BALLICAY-YENICE (�ANAKKALE) [North East  0.5 km]
341;1.95E+13;18.03.1953;19:06:16.10;39.99;27.36;10;7.2;6.7;6.7;6.8;7.2;6.6;Ke;SOGUCAK-YENICE (�ANAKKALE) [South West  2.3 km]
342;1.95E+13;13.03.1952;06:30:01.80;41.02;28.14;11;5.2;4.9;4.9;5.2;4.9;4.9;Ke;MARMARA DENIZI
343;1.95E+13;13.12.1951;20:46:03.40;40.06;26.2;50;5.2;4.9;4.9;5.2;4.9;4.9;Ke;SEDDULBAHIR-ECEABAT (�ANAKKALE) [North East  2.1 km]
344;1.95E+13;15.09.1951;22:52:12.70;40.15;28.02;40;5.3;5;4.9;5.3;5;5;Ke;KIZIKSA-MANYAS (BALIKESIR) [North East  4.6 km]
